state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,n_pi_d_star_action,n_best_config_action,pair_min_samples,pi_d_star_action_cross,pi_d_star_V_cross,argmax_disagree_cross,rank_correlation_cross,value_gap_cross,is_disagreement_cross,severity_raw_cross,statistically_significant_cross,is_disagreement_strict,severity_raw_strict,severity_strict
452,15,2,False,0,-50.0,0,3,1,,-2.524951391864106,0.07310958356200459,-47.47504860813589,0,0.0,0.0,0,-2.303807843797578,-2.3577358722686768,0.05392802847109879,0,0,0,0,-50.0,1,,-47.47504860813589,0,0.0,0,0,0.0,0.0
453,15,3,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.302518079343053,-2.4305496215820312,0.12803154223897817,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
454,15,4,False,0,-50.0,0,3,1,,-2.548539303756317,0.04952167166979408,-47.451460696243686,0,0.0,0.0,0,-2.284611966086663,-2.3727853298187256,0.08817336373206253,0,0,0,0,-50.0,1,,-47.451460696243686,0,0.0,0,0,0.0,0.0
455,15,5,False,0,-50.0,0,1,1,,-2.533891082223852,0.0641698932022593,-47.46610891777615,0,0.0,0.0,0,-2.276244017651666,-2.4768898487091064,0.20064583105744038,0,0,0,0,-50.0,1,,-47.46610891777615,0,0.0,0,0,0.0,0.0
456,15,6,False,0,-50.0,0,3,1,,-2.060532503249356,0.1432273792820613,-47.939467496750645,0,0.0,0.0,0,-2.5605251345899154,-2.632359743118286,0.07183460852837076,0,0,0,0,-50.0,1,,-47.939467496750645,0,0.0,0,0,0.0,0.0
457,15,7,False,0,-50.0,0,1,1,,-2.00664749988367,0.15560583366515676,-47.99335250011633,0,0.0,0.0,0,-2.7773648328495493,-2.60859751701355,0.16876731583599947,0,0,0,0,-50.0,1,,-47.99335250011633,0,0.0,0,0,0.0,0.0
458,15,8,True,2,-1.5240574227084305,3,3,0,0.9486832980505139,-1.9972052784914065,0.14471089129287834,0.473147855782976,0,0.0,0.0,0,-2.8269855700344233,-2.620699405670166,0.20628616436425729,4,4,4,0,-5.6359384443879135,1,0.7378647873726218,-3.638733165896507,0,0.0,0,0,0.0,0.0
459,15,9,True,2,-1.5041794091025538,1,1,0,0.9486832980505139,-1.9289402958578716,0.1802549277827843,0.42476088675531787,0,0.0,0.0,0,-2.824378014398873,-2.6354289054870605,0.1889491089118125,2,2,2,2,-6.754882916255042,1,0.7378647873726218,-4.8259426203971705,0,0.0,0,0,0.0,0.0
460,15,10,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9497616327801066,-2.8863983154296875,0.06336331735041911,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
461,15,11,True,2,-2.9999989435144365,1,1,0,0.4472135954999579,-2.598060975426111,2.037621039635e-16,-0.4019379680883257,0,0.0,0.0,0,-2.950920043117626,-2.9016988277435303,0.04922121537409563,5,5,5,1,-28.541594373517302,0,0.632455532033676,-25.94353339809119,0,0.0,0,0,0.0,0.0
462,15,12,True,2,-1.1362132186611735,3,3,0,0.9486832980505139,-2.2404140919335993,0.13947134143492146,1.1042008732724258,0,0.0,0.0,0,-2.8590298663498417,-2.934497594833374,0.07546772848353234,99,99,99,3,-1.5773422056048254,0,0.9486832980505139,0.6630718863287739,0,0.0,0,0,0.0,0.0
463,15,13,True,4,-1.114348438983453,0,0,0,0.39999999999999997,-1.9231248141589432,0.17204606823296006,0.8087763751754902,0,0.0,0.0,0,-2.8496705040720984,-2.7640464305877686,0.08562407348432988,300,300,300,3,-1.56137980224452,1,-0.39999999999999997,0.3617450119144232,1,0.3617450119144232,1,0,0.0,0.0
464,15,14,True,4,-1.1348089691614593,2,1,1,-0.19999999999999998,-2.139558099376622,0.1540188357066854,1.0047491302151628,1,1.0047491302151628,0.42717168997691396,1,-2.8558899657114774,-2.7699902057647705,0.08589975994670684,255,808,255,1,-1.5447329912997891,0,0.19999999999999998,0.594825108076833,0,0.0,0,0,0.0,0.0
465,15,15,True,4,-1.1698975518320762,0,1,1,-0.19999999999999998,-2.395968535764819,0.11236747519087421,1.2260709839327428,1,1.2260709839327428,0.521267248199608,1,-2.867861353637261,-2.863480806350708,0.004380547286552794,121,1057,121,1,-1.560405710633494,0,0.316227766016838,0.835562825131325,0,0.0,0,0,0.0,0.0
466,15,16,True,2,-0.012571234196139864,1,1,0,0.9486832980505139,-0.020780694332975986,0.017907783475943583,0.008209460136836122,0,0.0,0.0,0,-0.9366836059243491,-2.234649181365967,1.2979655754416177,49,49,49,1,-0.13471514381308147,0,0.9486832980505139,-0.11393444948010549,0,0.0,0,0,0.0,0.0
467,15,17,True,2,-0.047334669389189024,2,2,0,0.9486832980505139,-0.050780928569928774,0.015810936271276513,0.0034462591807397497,0,0.0,0.0,0,-1.088258275583506,-2.491022825241089,1.402764549657583,103,103,103,2,-0.1665066342137799,0,0.9486832980505139,-0.11572570564385112,0,0.0,0,0,0.0,0.0
468,15,18,True,3,0.048712963902661145,1,1,0,0.7999999999999999,-0.08932876465251609,0.13360971758262452,0.13804172855517724,0,0.0,0.0,0,-0.7339184934362397,-1.852276086807251,1.1183575933710113,165,165,165,1,-0.10506552555828218,0,0.7999999999999999,-0.01573676090576609,0,0.0,0,0,0.0,0.0
469,15,19,False,0,-50.0,0,1,1,,0.08729331088061847,0.017210742262153446,-50.08729331088062,0,0.0,0.0,0,-0.6135695811243563,-1.4756574630737305,0.8620878819493741,0,0,0,0,-50.0,1,,-50.08729331088062,0,0.0,0,0,0.0,0.0
470,15,20,True,2,0.04796887837875893,1,1,0,0.9486832980505139,-0.26141079202846595,0.17211623620981464,0.3093796704072249,0,0.0,0.0,0,-0.8529984770484054,-1.3775510787963867,0.5245526017479814,99,99,99,1,-0.0698499310087312,0,0.9486832980505139,0.19156086101973474,0,0.0,0,0,0.0,0.0
471,15,21,True,3,0.0447544085991118,0,1,1,0.19999999999999998,-1.4824686204190756,0.16261095779623036,1.5272230290181874,1,1.5272230290181874,0.6493028186425549,1,-1.0707442432611654,-1.7720324993133545,0.7012882560521891,2,329,2,2,-0.10405835873337405,1,0.7999999999999999,1.3784102616857015,1,1.3784102616857015,1,1,1.3784102616857015,0.6243947538354714
472,15,22,True,1,0.1379548021872686,3,3,0,0.7745966692414834,0.10949867014044112,0.020778424327449623,0.02845613204682748,0,0.0,0.0,0,-0.4173717326264173,-0.591693103313446,0.17432137068702874,6,6,6,3,-0.04153213875623243,0,0.7745966692414834,-0.15103080889667356,0,0.0,0,0,0.0,0.0
473,15,23,True,2,0.16965131466334984,1,1,0,0.9486832980505139,0.1533269467658886,0.019191896467132555,0.01632436789746125,0,0.0,0.0,0,-0.34450104842090085,-0.33343586325645447,0.011065185164446378,4,4,4,1,0.025946952615255738,0,0.9486832980505139,-0.12737999415063286,0,0.0,0,0,0.0,0.0
474,15,24,False,0,-50.0,0,0,0,,-1.5734608643328465,0.16473542070739208,-48.426539135667156,0,0.0,0.0,0,-0.7475021126993255,-1.2177410125732422,0.47023889987391665,0,0,0,0,-50.0,0,,-48.426539135667156,0,0.0,0,0,0.0,0.0
475,15,25,False,0,-50.0,0,2,1,,-1.6705882834040573,0.14721303150897647,-48.32941171659594,0,0.0,0.0,0,-0.7907089513355208,-1.5310090780258179,0.7403001266902971,0,0,0,0,-50.0,1,,-48.32941171659594,0,0.0,0,0,0.0,0.0
476,15,26,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.7679969046783741,-0.7839480042457581,0.015951099567383942,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
477,15,27,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.7992236375963804,-0.7586840987205505,0.04053953887582984,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
478,15,28,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.8523344678579725,-0.8294298052787781,0.022904662579194435,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
479,15,29,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.3018157906932497,-0.6578888297080994,0.6439269609851503,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
480,16,0,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.7057767254397413,-2.175616502761841,0.5301602226779005,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
481,16,1,False,0,-50.0,0,0,0,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.724596214864406,-2.502232313156128,0.2223639017082779,0,0,0,0,-50.0,0,,-47.40193902457389,0,0.0,0,0,0.0,0.0
482,16,2,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.0299434829240703,-2.3541855812072754,0.32424209828320505,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
483,16,3,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.0115616645875747,-2.3559281826019287,0.34436651801435403,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
484,16,4,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.008932416780774,-2.4240753650665283,0.41514294828575427,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
485,16,5,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.022621597585626,-2.606978178024292,0.5843565804386661,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
487,16,7,False,0,-50.0,0,3,1,,-1.9972052784914065,0.14471089129287834,-48.00279472150859,0,0.0,0.0,0,-2.8105489484143735,-2.4958884716033936,0.31466047681097997,0,0,0,0,-50.0,1,,-48.00279472150859,0,0.0,0,0,0.0,0.0
488,16,8,False,0,-50.0,0,3,1,,-1.8647704026556131,0.17913650549130966,-48.135229597344384,0,0.0,0.0,0,-2.814052053065086,-2.5007107257843018,0.3133413272807841,0,0,0,0,-50.0,1,,-48.135229597344384,0,0.0,0,0,0.0,0.0
489,16,9,True,1,-1.4890701108819253,1,1,0,0.7745966692414834,-1.800600509453354,0.1767893836997048,0.3115303985714286,0,0.0,0.0,0,-2.8121218362490583,-2.5964434146881104,0.21567842156094796,2,2,2,1,-6.427835832551935,0,0.7745966692414834,-4.627235323098581,0,0.0,0,0,0.0,0.0
490,16,10,True,1,-2.9999989435144365,3,3,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.4019379680883257,0,0.0,0.0,0,-2.94484899066303,-3.014685869216919,0.06983687855388876,1,1,1,3,-27.30018524796047,0,0.7745966692414834,-24.70212427253436,0,0.0,0,0,0.0,0.0
491,16,11,True,1,-2.9999989435144365,0,0,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.4019379680883257,0,0.0,0.0,0,-2.9505999236954374,-2.9554808139801025,0.004880890284665096,4,4,4,0,-28.240551954166744,0,0.7745966692414834,-25.642490978740632,0,0.0,0,0,0.0,0.0
492,16,12,True,4,-1.1567578879195528,0,0,0,0.316227766016838,-1.9317629110974117,0.1837267528979107,0.7750050231778589,0,0.0,0.0,0,-2.87681582688507,-2.8298239707946777,0.04699185609039214,32,32,32,0,-1.5931398998774844,0,0.316227766016838,0.33862301121992733,0,0.0,0,0,0.0,0.0
493,16,13,True,2,-1.1760411044338868,3,1,1,0.7378647873726218,-1.5050089091411616,0.18957864482619413,0.3289678047072748,1,0.3289678047072748,0.13986151254961424,0,-2.828795400513641,-2.7353196144104004,0.09347578610324048,184,67,67,1,-1.5109727572678024,0,0.9486832980505139,-0.005963848126640858,0,0.0,0,0,0.0,0.0
494,16,14,True,4,-1.1553760976404843,0,0,0,0.19999999999999998,-2.1819015659948118,0.13861093226885765,1.0265254683543275,0,0.0,0.0,0,-2.855638145735998,-2.837672710418701,0.017965435317296663,676,676,676,2,-1.5279428437875389,1,-0.39999999999999997,0.6539587222072729,1,0.6539587222072729,1,0,0.0,0.0
495,16,15,True,2,-1.1753157904584595,2,0,1,0.7378647873726218,-2.502485359586,0.047613716947880684,1.3271695691275407,1,1.3271695691275407,0.5642495730339561,1,-2.86631220020491,-2.9084057807922363,0.04209358058732615,327,1073,327,2,-1.5442753293388927,1,0.7378647873726218,0.9582100302471075,1,0.9582100302471075,1,1,0.9582100302471075,0.4340516989674327
496,16,16,True,2,0.018957719154616654,3,3,0,0.9486832980505139,0.020014988228039245,0.018923741734178042,-0.0010572690734225905,0,0.0,0.0,0,-0.7827521857812638,-2.158836603164673,1.376084417383409,57,57,57,1,-0.10256697242428928,1,0.7378647873726218,-0.12258196065232851,0,0.0,0,0,0.0,0.0
497,16,17,True,3,0.05217080977680569,3,1,1,0.7999999999999999,-0.08475059102409066,0.13384260213115093,0.13692140080089635,1,0.13692140080089635,0.058212487490882536,0,-0.7546030984213831,-2.0733680725097656,1.3187649740883827,3,98,3,1,-0.07095492084203038,0,1.0,0.01379567018206028,0,0.0,0,0,0.0,0.0
498,16,18,True,2,0.08300081727904388,1,1,0,0.9486832980505139,0.08145214080963122,0.020188876726161018,0.0015486764694126604,0,0.0,0.0,0,-0.7047577545038606,-1.699852466583252,0.9950947120793914,205,205,205,1,-0.07258472853585993,0,0.9486832980505139,-0.15403686934549116,0,0.0,0,0,0.0,0.0
499,16,19,True,1,0.12074745687592989,1,1,0,0.7745966692414834,0.1158556071880626,0.021453934910717985,0.004891849687867281,0,0.0,0.0,0,-0.5866579080902327,-1.2377519607543945,0.6510940526641619,5,5,5,1,-1.3398844113299253,0,0.7745966692414834,-1.4557400185179878,0,0.0,0,0,0.0,0.0
500,16,20,True,3,0.08116885393183315,1,1,0,0.7999999999999999,0.08734045315629549,0.01765705976299574,-0.0061715992244623374,0,0.0,0.0,0,-0.7654645972188449,-1.365360975265503,0.5998963780466581,128,128,128,1,-0.036928108157409774,0,0.7999999999999999,-0.12426856131370526,0,0.0,0,0,0.0,0.0
501,16,21,True,3,0.011784200298571476,0,0,0,0.7999999999999999,-1.4489096957085015,0.18518099251630524,1.460693896007073,0,0.0,0.0,0,-1.1249625563637302,-1.6363332271575928,0.5113706707938626,321,321,321,0,-0.13616752892541736,0,0.7999999999999999,1.312742166783084,0,0.0,0,0,0.0,0.0
502,16,22,True,1,-0.019610950597725003,2,2,0,0.7745966692414834,-1.4824686204190756,0.16261095779623036,1.4628576698213505,0,0.0,0.0,0,-1.1453353560056057,-1.768799901008606,0.6234645450030003,292,292,292,2,-0.1671027973140167,0,0.7745966692414834,1.315365823105059,0,0.0,0,0,0.0,0.0
503,16,23,True,1,0.2016679939321188,3,3,0,0.7745966692414834,0.04647170974744786,0.14042996792039733,0.15519628418467094,0,0.0,0.0,0,-0.28184287567625765,-0.5458455681800842,0.2640026925038266,4,4,4,3,0.06081408560744453,0,0.7745966692414834,0.014342375859996669,0,0.0,0,0,0.0,0.0
504,16,24,True,2,0.23400807400158236,1,1,0,0.9486832980505139,0.2251599700145861,0.016990454616105904,0.008848103986996259,0,0.0,0.0,0,-0.20435010775818888,-0.3554643988609314,0.15111429110274252,4,4,4,1,0.09518056379213588,0,0.9486832980505139,-0.12997940622245022,0,0.0,0,0,0.0,0.0
505,16,25,True,1,0.2016679939321188,1,1,0,0.7745966692414834,0.05256933233653312,0.14039076397576464,0.14909866159558566,0,0.0,0.0,0,-0.24532887357323296,-0.428913414478302,0.18358454090506904,1,1,1,1,0.06347900471403183,0,0.7745966692414834,0.010909672377498708,0,0.0,0,0,0.0,0.0
506,16,26,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.7398235199153702,-0.8267130255699158,0.08688950565454556,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
507,16,27,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.6610176436698665,-0.5853311419487,0.07568650172116653,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
508,16,28,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.305898083453856,-1.1025969982147217,0.20330108523913437,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
509,16,29,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.5421293976490051,-0.7109857201576233,0.8311436774913818,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
510,17,0,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.0942221365683085,-2.2040646076202393,0.10984247105193079,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
511,17,1,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.0528481940117302,-2.1218369007110596,0.06898870669932933,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
512,17,2,False,0,-50.0,0,0,0,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.041320324240619,-2.291991710662842,0.25067138642222275,0,0,0,0,-50.0,0,,-47.40193902457389,0,0.0,0,0,0.0,0.0
513,17,3,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.984535447152137,-2.3603720664978027,0.3758366193456657,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
514,17,4,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.9636600531000232,-2.609189748764038,0.6455296956640149,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
515,17,5,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.9416309133974436,-2.660252332687378,0.7186214192899343,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
516,17,6,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.8890374726390076,-2.6689159870147705,0.7798785143757629,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
517,17,7,False,0,-50.0,0,3,1,,-1.968672218550297,0.15811119431303688,-48.031327781449704,0,0.0,0.0,0,-2.8119281394898064,-2.271982431411743,0.5399457080780632,0,0,0,0,-50.0,1,,-48.031327781449704,0,0.0,0,0,0.0,0.0
518,17,8,True,1,-1.4583921153110135,1,1,0,0.7745966692414834,-1.8833054726695717,0.17718077215505507,0.4249133573585582,0,0.0,0.0,0,-2.809873881866661,-2.446254014968872,0.363619866897789,2,2,2,1,-5.336959854023376,0,0.7745966692414834,-3.453654381353804,0,0.0,0,0,0.0,0.0
519,17,9,True,1,-1.473808193487351,2,1,1,0.2581988897471611,-1.9901898661684736,0.16633955305458437,0.5163816726811226,1,0.5163816726811226,0.2195410029815738,1,-2.8081774946187643,-2.5256459712982178,0.28253152332054654,2,0,0,2,-5.278802668418205,1,0.2581988897471611,-3.288612802249731,0,0.0,0,0,0.0,0.0
520,17,10,True,2,-1.2176256885069754,3,3,0,0.9486832980505139,-2.0444835518862314,0.15555922833747027,0.826857863379256,0,0.0,0.0,0,-2.907581817215032,-2.9586756229400635,0.051093805725031416,2,2,2,3,-2.3248737841709346,0,0.9486832980505139,-0.28039023228470317,0,0.0,0,0,0.0,0.0
521,17,11,True,2,-1.199621908260129,3,3,0,0.9486832980505139,-1.7358323710500443,0.17926581852383158,0.5362104627899154,0,0.0,0.0,0,-2.8818191448556485,-2.961899757385254,0.08008061252960541,22,22,22,3,-1.642492980581438,0,0.9486832980505139,0.0933393904686064,0,0.0,0,0,0.0,0.0
522,17,12,True,2,-1.176669720577015,0,0,0,0.9486832980505139,-2.181175481877889,0.1439837131723557,1.0045057613008739,0,0.0,0.0,0,-2.878817442636677,-2.909484624862671,0.030667182225994072,166,166,166,0,-1.609226264684058,0,0.9486832980505139,0.5719492171938307,0,0.0,0,0,0.0,0.0
523,17,13,True,2,-1.2016416201268534,0,3,1,0.7378647873726218,-1.3186410406645337,0.19144791265905867,0.11699942053768031,1,0.11699942053768031,0.04974260608386672,0,-2.758396820908364,-2.691683530807495,0.06671329010086868,14,54,14,3,-1.4942539125299534,0,0.9486832980505139,-0.17561287186541974,0,0.0,0,0,0.0,0.0
524,17,14,True,2,-1.2545345116803213,2,3,1,0.7378647873726218,-1.4524378246101464,0.18487589259903,0.1979033129298251,1,0.1979033129298251,0.08413910507009828,0,-2.7398698465717173,-2.6717259883880615,0.06814385818365576,3,67,3,3,-1.4773592881434265,0,0.9486832980505139,-0.024921463533280175,0,0.0,0,0,0.0,0.0
525,17,15,True,2,-1.2732225782891484,2,1,1,0.7378647873726218,-1.2909870227038482,0.1944576603864909,0.01776444441469982,1,0.01776444441469982,0.007552599463811662,0,-2.7357611091205496,-2.6256368160247803,0.11012429309576932,15,56,15,1,-1.460275423472794,0,0.9486832980505139,-0.1692884007689457,0,0.0,0,0,0.0,0.0
526,17,16,True,1,0.03943364056112794,3,3,0,0.7745966692414834,-0.08475059102409066,0.13384260213115093,0.1241842315852186,0,0.0,0.0,0,-0.762737216473077,-2.1571242809295654,1.3943870644564884,14,14,14,3,-0.07091248239866134,0,0.7745966692414834,0.013838108625429321,0,0.0,0,0,0.0,0.0
527,17,17,True,2,0.08446312162004437,3,1,1,0.7378647873726218,0.09061828189717414,0.019105045171799204,-0.00615516027712977,0,0.0,0.0,0,-0.7312185078158151,-2.1464951038360596,1.4152765960202445,62,153,62,1,-0.03807128796333764,0,0.9486832980505139,-0.12868956986051178,0,0.0,0,0,0.0,0.0
528,17,18,True,4,0.11794655038777704,3,3,0,0.39999999999999997,0.12061745321604245,0.021923861821708506,-0.0026709028282654035,0,0.0,0.0,0,-0.6663547876598174,-1.443863868713379,0.7775090810535615,133,133,133,3,-0.0397835112816704,0,0.7999999999999999,-0.16040096449771285,0,0.0,0,0,0.0,0.0
529,17,19,True,2,0.15227015778320974,1,1,0,0.9486832980505139,0.15940838127559598,0.016828621480952988,-0.007138223492386242,0,0.0,0.0,0,-0.5582109049173222,-1.0286122560501099,0.4704013511327877,124,124,124,1,-0.006617671819922382,0,0.9486832980505139,-0.16602605309551835,0,0.0,0,0,0.0,0.0
530,17,20,True,2,0.1154920177633444,3,3,0,0.9486832980505139,0.12491853699541941,0.01884327295272819,-0.009426519232075006,0,0.0,0.0,0,-0.7356699889854608,-0.9627475142478943,0.22707752526243352,97,97,97,3,-0.003681551745729608,0,0.9486832980505139,-0.12860008874114903,0,0.0,0,0,0.0,0.0
531,17,21,True,3,0.15094732350351536,1,1,0,1.0,0.022197625036766533,0.13873048610465907,0.12874969846674883,0,0.0,0.0,0,-0.6922719924294278,-0.7247318625450134,0.0324598701155856,134,134,134,1,0.029936834007731256,0,1.0,0.007739208970964723,0,0.0,0,0,0.0,0.0
532,17,22,True,2,0.11936912611429819,1,2,1,0.7378647873726218,0.12015669096743957,0.01835321352446024,-0.0007875648531413815,0,0.0,0.0,0,-0.7389577278405826,-0.8498685359954834,0.11091080815490084,72,32,32,1,-0.0010970775967966402,1,0.7378647873726218,-0.12125376856423621,0,0.0,0,0,0.0,0.0
533,17,23,True,2,0.2996715362383261,1,1,0,0.9486832980505139,0.29722451058191485,0.017019927904338674,0.0024470256564112502,0,0.0,0.0,0,-0.0983812461651671,-0.5225427150726318,0.42416146890746476,6,6,6,1,0.16685291589295728,0,0.9486832980505139,-0.13037159468895756,0,0.0,0,0,0.0,0.0
534,17,24,True,2,0.2666748215464951,2,2,0,0.9486832980505139,0.2512583737315198,0.01774941564166914,0.015416447814975254,0,0.0,0.0,0,-0.1698203825934636,-0.3791085481643677,0.20928816557090407,5,5,5,2,0.13076559197687573,0,0.9486832980505139,-0.12049278175464409,0,0.0,0,0,0.0,0.0
535,17,25,True,1,0.23400807400158236,2,2,0,0.7745966692414834,0.22838301245706788,0.01679851979925827,0.005625061544514476,0,0.0,0.0,0,-0.22181933136503093,-0.48191672563552856,0.2600973942704976,1,1,1,2,0.09607543000473041,0,0.7745966692414834,-0.13230758245233748,0,0.0,0,0,0.0,0.0
536,17,26,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.48004910427003533,-0.8335150480270386,0.35346594375700324,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
537,17,27,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-0.5795564758118026,-0.6944819688796997,0.11492549306789712,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
538,17,28,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.2697592551215116,-0.743103563785553,0.5266556913359586,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
539,17,29,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.6666709844838634,-0.7629055380821228,0.9037654464017406,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
540,18,0,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.613088017368577,-2.1768453121185303,0.4362427052500468,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
541,18,1,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.622790752608898,-2.288296937942505,0.33449381466639316,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
542,18,2,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.627688041120274,-2.4907162189483643,0.13697182217190962,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
543,18,3,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.6361102875164524,-2.5735251903533936,0.06258509716305882,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
544,18,4,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.079967639919715,-2.462135076522827,0.38216743660311225,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
